ds,yhat,yhat_lower,yhat_upper
2024-09-13,1438.3576773975221,1401.3215264296573,1475.5716187204857
2024-09-16,1434.4987538523953,1395.7970923779965,1472.1127149169936
2024-09-17,1427.1699336144743,1388.1327288868208,1467.0018263001189
2024-09-18,1426.3839669284444,1390.9210346979905,1463.3840643299557
2024-09-19,1424.2741315114547,1382.9484861917715,1458.265592574161
2024-09-20,1423.9987789672664,1386.5017158224532,1462.3190059081685
2024-09-23,1420.139855422154,1384.4650063144693,1457.7511415543186
2024-09-24,1412.8110351842151,1377.091924933107,1449.936820837145
2024-09-25,1412.025068498188,1376.3161937396264,1446.6113758300703
2024-09-26,1409.9152330812076,1373.4630926939392,1447.1452134454469
2024-09-27,1409.6398805370109,1372.278488013968,1445.4170800439747
2024-09-30,1405.780956991894,1369.0662864637168,1443.6642034630088
2024-10-01,1398.4521367539585,1360.4957301421396,1436.4968382643833
2024-10-03,1395.5563346509475,1356.3475284833382,1431.8018169873496
2024-10-04,1395.2809821067451,1356.9063737105666,1431.188471892796
2024-10-07,1391.422058561636,1353.6423899101612,1429.2650182000734
2024-10-08,1384.0932383237016,1345.2167192701552,1422.5995993744261
2024-10-09,1383.3072716376716,1344.4572498940288,1421.0522927830468
2024-10-10,1381.1974362206936,1343.6840046406232,1420.1818667174427
2024-10-11,1380.9220836764966,1344.2369530892292,1414.491932967279
2024-10-14,1377.0631601313762,1338.7684824397306,1414.971332940793
2024-10-15,1369.7343398934524,1330.5335044095289,1407.384531726191
2024-10-16,1368.9483732074154,1332.1492306554117,1406.713235390594
2024-10-17,1366.8385377904335,1328.5484594617717,1402.4792493443767
2024-10-18,1366.5631852462338,1327.8709371214482,1405.361064567379
2024-10-21,1362.7042617011173,1322.9350436513184,1399.6371806433162
2024-10-22,1355.3754414631956,1316.3490384202148,1391.665233684687
2024-10-23,1354.5894747771638,1319.1522914069483,1391.230750707229
2024-10-24,1352.4796393601796,1317.4847367932202,1389.0474848849838
2024-10-25,1352.204286815985,1314.3993763650415,1388.5905637549229
2024-10-28,1348.3453632708577,1312.7431494160405,1384.9692836791373
2024-10-29,1341.016543032939,1303.400230796491,1379.576809984663
2024-10-30,1340.2305763469024,1303.296247299881,1378.70960318606
2024-10-31,1338.1207409299218,1299.8485920775472,1376.533118732109
2024-11-01,1337.8453883857292,1301.5028387761452,1374.4587980341437
2024-11-04,1333.9864648405987,1296.1038092554177,1371.6108677531683
2024-11-05,1326.6576446026875,1289.9122326788515,1361.8474492433954
2024-11-06,1325.8716779166507,1289.9380479527065,1361.7157068514807
2024-11-07,1323.7618424996683,1287.14529812771,1362.9606093081304
2024-11-08,1323.4864899554639,1284.5402740243635,1358.3902629150223
2024-11-11,1319.627566410357,1282.6763496401406,1354.2835830741135
2024-11-12,1312.2987461724329,1274.3199094862978,1349.9492654416788
2024-11-13,1311.5127794863993,1273.5519013348292,1348.8182618275173
2024-11-14,1309.4029440694078,1269.9430991192442,1345.3979137266126
2024-11-18,1305.2686679800984,1267.9614299890281,1342.9734270305257
2024-11-19,1297.9398477421737,1258.5583772312352,1334.3135960598559
2024-11-21,1295.044045639161,1256.940830825021,1331.9156530987232
2024-11-22,1294.7686930949524,1255.1150232044488,1328.4752395860917
2024-11-25,1290.9097695498394,1255.1405212952598,1325.470866153496
2024-11-26,1283.580949311917,1250.079249608315,1322.0344045279367
2024-11-27,1282.794982625888,1248.2364531654696,1321.8096045735297
2024-11-28,1280.6851472089006,1245.0789933966398,1318.541235284249
2024-11-29,1280.4097946646966,1242.9781754475096,1314.3678497400163
2024-12-02,1276.5508711195978,1240.6355505361819,1315.8514831700666
2024-12-03,1269.2220508816602,1233.2757569153653,1305.8413851131975
2024-12-04,1268.4360841956266,1231.8949649072217,1304.360792556978
2024-12-05,1266.3262487786494,1229.5840732901809,1302.6458581362874
2024-12-06,1266.050896234448,1229.4802233108378,1303.1704472148624
2024-12-09,1262.1919726893382,1225.1848220692966,1298.898464633288
2024-12-10,1254.8631524514033,1217.302666701772,1290.555557196985
2024-12-11,1254.0771857653751,1218.0481203101108,1289.5089834523608
2024-12-12,1251.967350348389,1215.5740220247474,1289.7352834468536
2024-12-13,1251.6919978041824,1215.3883445123765,1289.7949354041943
2024-12-16,1247.8330742590801,1208.5490045136778,1283.6797635122666
2024-12-17,1240.5042540211443,1202.4768398407,1277.1087429101397
2024-12-18,1239.7182873351185,1201.7238880442026,1276.4919960217849
2024-12-19,1237.6084519181288,1197.9940284365941,1274.2617503073304
2024-12-20,1237.3330993739335,1200.2915207449632,1274.1494715613035
2024-12-23,1233.4741758288203,1196.327173253113,1270.1462446325604
2024-12-24,1226.1453555908954,1188.7702616220859,1261.3282570336683
2024-12-26,1223.2495534878817,1185.500357034972,1259.649329678291
2024-12-27,1222.9742009436711,1187.834181104478,1260.717529700577
2024-12-30,1219.1152773985607,1179.4232752566309,1255.4899091418083
2024-12-31,1211.7864571606362,1174.1771278908748,1247.5658642199646
2025-01-01,1211.0004904746056,1174.496938010756,1250.0458072536092
2025-01-02,1208.8906550576214,1174.9730646101627,1245.7811478930585
2025-01-03,1208.615302513422,1171.9276183306124,1244.7149850575815
2025-01-04,1210.183633264704,1173.7713029392094,1246.6304361013424
2025-01-05,1208.1323606179283,1171.1188041055323,1243.4674667052318
2025-01-06,1204.7563789683027,1168.9125655378682,1240.1814711954894
2025-01-07,1197.4275587303816,1161.215197201612,1236.2089791308124
2025-01-08,1196.641592044346,1159.423571832877,1236.0764444185395
2025-01-09,1194.5317566273636,1156.8750677366488,1235.514058437662
2025-01-10,1194.2564040831733,1155.2716089445425,1230.4555894067837
2025-01-11,1195.8247348344457,1155.19636266743,1235.1941417629264
2025-01-12,1193.7734621876707,1155.3651399652242,1233.0861919559559
2025-01-13,1190.3974805380428,1153.8036240055787,1227.898407931096
2025-01-14,1183.0686603001225,1141.6263440240741,1220.8194307776257
2025-01-15,1182.2826936140896,1143.6701758627312,1220.564332329778
2025-01-16,1180.1728581971036,1142.3822772168526,1217.9690397844138
2025-01-17,1179.897505652911,1143.5885461135633,1217.67061935287
2025-01-18,1181.4658364042052,1144.096580545498,1221.9014025531826
2025-01-19,1179.4145637574131,1139.266376429161,1220.4587980336655
2025-01-20,1176.0385821078014,1138.1015124513444,1214.1187254948957
2025-01-21,1168.7097618698633,1127.1875580911308,1207.46549798212
2025-01-22,1167.9237951838381,1130.5850762369914,1207.1215345413964
2025-01-23,1165.81395976685,1125.602632858123,1206.786621326679
2025-01-24,1165.5386072226618,1124.7497608623555,1206.7998603092367
2025-01-25,1167.1069379739345,1126.3384119185641,1208.432968503414
2025-01-26,1165.0556653271558,1126.0865167729253,1206.0378614266199
2025-01-27,1161.6796836775418,1119.034531178968,1203.0049177828607
2025-01-28,1154.350863439609,1112.5444251935614,1196.5717461703466
2025-01-29,1153.5648967535765,1112.430042821267,1193.0019262790336
2025-01-30,1151.4550613365961,1109.7693903796815,1192.1667629873546
